Round,Client,BudgetK,CoverageOurs,CoverageFedRolex,CoverageRandom
46,5,3,0.6735542051278518,0.668396944110038,0.3677419296910358
46,6,6,0.881994395263505,0.8648855268360898,0.8648855268360899
46,7,8,1.0,1.0,1.0
46,8,2,0.5836066921605109,0.2847171120182361,0.28641112007201724
46,9,1,0.4278768683008532,0.059617912173918215,0.20855403210257883
46,10,1,0.35359529884461954,0.0674284464018466,0.0674284464018466
47,1,2,0.649024321918928,0.2726018789315385,0.11921846579839201
47,2,2,0.5995149649655107,0.140460807699617,0.5995149649655107
47,3,3,0.7096855611305228,0.3553835683906451,0.35951709451886427
47,4,5,0.8312801370577885,0.6724688020339957,0.3163158669293056
47,5,6,0.8716283842797496,0.6968747384511352,0.870804701022756
47,6,4,0.751361673203842,0.7295876208865806,0.5914399539288573
47,7,8,1.0,1.0,1.0
47,8,8,1.0,1.0,1.0
47,9,5,0.8286662049122779,0.6741813269000498,0.8223551672497328
47,10,8,1.0,0.9999999999999998,0.9999999999999998
48,1,2,0.649024321918928,0.4886326269039053,0.10528413718879409
48,2,1,0.3647723473519634,0.06980625234566408,0.06646255077188372
48,3,3,0.7096855611305228,0.3570789722909049,0.7019599804374939
48,4,8,1.0000000000000002,1.0000000000000002,1.0000000000000002
48,5,1,0.36936295096077104,0.06468312130506462,0.06468312130506462
48,6,1,0.38948275765838336,0.22209925849170217,0.05551350030169538
48,7,4,0.7522816341656526,0.6354010807333953,0.6381479784082507
48,8,2,0.5836066921605109,0.14304034100557073,0.4464376440087878
48,9,1,0.4278768683008532,0.06616828791966556,0.20855403210257883
48,10,8,1.0,1.0,0.9999999999999999
49,1,3,0.718603100223558,0.5512853584808137,0.7021856015377559
49,2,1,0.3647723473519634,0.06409153092645155,0.05667440152450825
49,3,2,0.6468720082732958,0.11546340279346581,0.11376799889320602
49,4,1,0.43886315817696153,0.054655959074662634,0.05739408072838511
49,5,3,0.6735542051278518,0.19821199804312872,0.5019303255506106
49,6,7,0.9444864996983047,0.7779007415082978,0.7779007415082979
49,7,3,0.6850399999819121,0.5681594465496549,0.5761906089935831
49,8,6,0.8741950970325946,0.8586536670482106,0.7281089919072191
49,9,3,0.7025991883230975,0.5539438848900335,0.3343402321961626
49,10,6,0.8652947901039898,0.5782259832569789,0.5791279376612168
50,1,3,0.718603100223558,0.1719191031539943,0.5378116721344415
50,2,4,0.7429652644314924,0.7387732598494232,0.7289851106020477
50,3,8,1.0,1.0,1.0
50,4,8,1.0000000000000002,1.0,1.0000000000000002
50,5,2,0.6037138228049734,0.13441901315795174,0.2981438567293794
50,6,8,1.0,1.0,1.0
50,7,1,0.4410414336837369,0.05921047173981212,0.17609102517206945
50,8,4,0.7328487640808051,0.5722425469761934,0.7239317071071527
50,9,3,0.7025991883230975,0.18371374541263355,0.32879147411259513
50,10,3,0.6531728220812748,0.21283576855786523,0.2113716965261601
51,1,8,1.0,1.0,1.0
51,2,2,0.5995149649655107,0.5995149649655107,0.1362688031175478
51,3,8,1.0,1.0,1.0
51,4,3,0.7069502022446084,0.6884723278943895,0.560418762230948
51,5,6,0.8716283842797496,0.8716283842797498,0.866542488990273
51,6,4,0.751361673203842,0.2704123791134194,0.5774248725417224
51,7,3,0.6850399999819121,0.6764413493519337,0.19345693452484347
51,8,2,0.5836066921605109,0.4375205870351354,0.1347219599410579
51,9,1,0.4278768683008532,0.0659289498364633,0.05406915409035075
51,10,8,1.0,0.9999999999999998,1.0
52,1,4,0.7817164740636922,0.3926095495609284,0.23503247699412844
52,2,8,1.0,1.0,1.0
52,3,8,1.0,1.0,1.0
52,4,6,0.8886742177861736,0.496251060908216,0.37097182600396816
52,5,2,0.6037138228049734,0.13339105784683336,0.6037138228049734
52,6,2,0.6115820161500856,0.1351144731639102,0.6115820161500856
52,7,1,0.4410414336837369,0.17609102517206945,0.4410414336837369
52,8,8,1.0,1.0,1.0
52,9,5,0.8286662049122779,0.44605611510996657,0.8140757331536993
52,10,8,1.0,1.0,1.0
53,1,8,1.0,1.0,1.0
53,2,1,0.3647723473519634,0.06646255077188372,0.06980625234566408
53,3,7,0.944912027835802,0.5947435612241433,0.5947435612241434
53,4,1,0.43886315817696153,0.19016501581907044,0.05944415389835756
53,5,1,0.36936295096077104,0.0687743897046625,0.36936295096077104
53,6,5,0.8180209635248067,0.47988452028195366,0.6399169769765221
53,7,2,0.6171324588558064,0.12226739119192492,0.500251905423549
53,8,7,0.940648949774883,0.6289332657071531,0.9335461472577116
53,9,8,1.0000000000000002,1.0,1.0
53,10,2,0.579437689653006,0.29327083721023306,0.13545548139256497
54,1,4,0.7817164740636922,0.7649675230058716,0.5976497812631272
54,2,1,0.3647723473519634,0.05667440152450825,0.0706545553539529
54,3,1,0.4052564387758567,0.06281355285722705,0.05868002672900792
54,4,5,0.8312801370577885,0.3115276721056106,0.449811059609212
54,5,1,0.36936295096077104,0.23435087184420242,0.06379298488517698
54,6,4,0.751361673203842,0.4114293374390083,0.4100413733750412
54,7,4,0.7522816341656526,0.26434817890825424,0.6225192966154739
54,8,1,0.371066734292847,0.21253995786766391,0.07217715415057215
54,9,8,1.0000000000000002,1.0,1.0
54,10,6,0.8652947901039898,0.7068808456974499,0.5745808285199474
55,1,8,1.0,1.0,1.0
55,2,1,0.3647723473519634,0.0706545553539529,0.06980625234566408
55,3,6,0.888128651771344,0.8747283282537295,0.5374386162013736
55,4,1,0.43886315817696153,0.05739408072838511,0.05739408072838511
55,5,8,1.0,1.0000000000000002,1.0000000000000002
55,6,2,0.6115820161500856,0.27761275879339753,0.12683797451250636
55,7,4,0.7522816341656526,0.26060014995226877,0.7393998500477312
55,8,1,0.371066734292847,0.07217715415057215,0.07217715415057215
55,9,2,0.6364309004034321,0.12023744201001631,0.2747223200222444
55,10,6,0.8652947901039898,0.7067291627897667,0.8597019046127177
56,1,4,0.7817164740636922,0.6073904504390716,0.24569154089227796
56,2,1,0.3647723473519634,0.06980625234566408,0.3647723473519634
56,3,1,0.4052564387758567,0.24161556949743912,0.056783376064457894
56,4,2,0.629028173996032,0.11132578221382655,0.11683823462674267
56,5,6,0.8716283842797496,0.3962861771950266,0.8613852279724593
56,6,4,0.751361673203842,0.7380475523235834,0.4155965233251733
56,7,1,0.4410414336837369,0.06724163418374045,0.17609102517206945
56,8,7,0.940648949774883,0.927822845849428,0.9261288377956467
56,9,8,1.0000000000000002,1.0,1.0
56,10,1,0.35359529884461954,0.06817871789840148,0.0737351324282688
57,1,2,0.649024321918928,0.5021063132502775,0.12941688743331586
57,2,2,0.5995149649655107,0.1368872750384803,0.30539717296750024
57,3,1,0.4052564387758567,0.05868002672900792,0.4052564387758567
57,4,1,0.43886315817696153,0.054655959074662634,0.06488578091482258
57,5,1,0.36936295096077104,0.06379298488517698,0.23435087184420242
57,6,1,0.38948275765838336,0.06249210443479975,0.07132447421081098
57,7,1,0.4410414336837369,0.06790754112610582,0.06624050290261035
57,8,1,0.371066734292847,0.07387116220435333,0.07537090971594086
57,9,8,1.0000000000000002,1.0,1.0
57,10,1,0.35359529884461954,0.07211937748888061,0.35359529884461954
58,1,1,0.4325275349456474,0.06957877830463013,0.053161279618828015
58,2,6,0.8792340675490402,0.8661022167278843,0.5687651018761529
58,3,2,0.6468720082732958,0.11408832108722763,0.12149357958623497
58,4,6,0.8886742177861736,0.8886742177861736,0.8886742177861735
58,5,5,0.8070117161375789,0.5021609428489875,0.8069072256675877
58,6,5,0.8180209635248067,0.6598951367718027,0.6598951367718027
58,7,1,0.4410414336837369,0.05921047173981212,0.06624050290261035
58,8,3,0.6589776018764517,0.5128914967510763,0.20069738317690658
58,9,8,1.0000000000000002,1.0,1.0
58,10,6,0.8652947901039898,0.8597019046127179,0.8580861496733296
59,1,5,0.8415545831923779,0.44178859479146454,0.451529263967409
59,2,2,0.5995149649655107,0.5995149649655107,0.43457859969762747
59,3,5,0.8308237067485743,0.6429210277090951,0.4751466323024584
59,4,3,0.7069502022446084,0.6884723278943895,0.6939139549108546
59,5,1,0.36936295096077104,0.06984038232287829,0.06984038232287829
59,6,1,0.38948275765838336,0.06397343173869821,0.06845518284294543
59,7,1,0.4410414336837369,0.4410414336837369,0.4410414336837369
59,8,4,0.7328487640808051,0.7094115951279164,0.2733529668339185
59,9,1,0.4278768683008532,0.0659289498364633,0.05764672882345325
59,10,1,0.35359529884461954,0.0737351324282688,0.06727676349416349
60,1,1,0.4325275349456474,0.053161279618828015,0.053161279618828015
60,2,2,0.5995149649655107,0.43123489812384713,0.14345029946598167
60,3,1,0.4052564387758567,0.4052564387758567,0.05730494502276975
60,4,5,0.8312801370577885,0.4415951018335534,0.4285588544997996
60,5,3,0.6735542051278518,0.3677419296910358,0.19305473702531506
60,6,8,1.0,1.0,1.0
60,7,8,1.0,1.0,1.0
60,8,3,0.6589776018764517,0.642957742385628,0.3528649728143057
60,9,2,0.6364309004034321,0.26620076092603207,0.26817194427649704
60,10,1,0.35359529884461954,0.06727676349416349,0.07182387263543293
61,1,7,0.9508209547694639,0.9468387203811719,0.946838720381172
61,2,8,1.0,1.0,1.0
61,3,2,0.6468720082732958,0.12527167174627052,0.300295596226447
61,4,7,0.9453440409253375,0.9405558461016426,0.9433301768608362
61,5,1,0.36936295096077104,0.0687743897046625,0.06457863083507345
61,6,8,1.0,1.0,1.0
61,7,1,0.4410414336837369,0.05930889049612732,0.06724163418374045
61,8,6,0.8741950970325946,0.5624794129648647,0.5597640869059357
61,9,1,0.4278768683008532,0.20855403210257883,0.06616828791966556
61,10,1,0.35359529884461954,0.22584239080838647,0.0674284464018466
62,1,1,0.4325275349456474,0.059838109128685715,0.06957877830463013
62,2,4,0.7429652644314924,0.2612267401505768,0.4219711008363909
62,3,1,0.4052564387758567,0.06281355285722705,0.062458118889043485
62,4,2,0.629028173996032,0.13531610897696147,0.1222798616432077
62,5,1,0.36936295096077104,0.23435087184420242,0.06984038232287829
62,6,1,0.38948275765838336,0.07132447421081098,0.06397343173869821
62,7,7,0.9407895282601879,0.9406911095038727,0.9327583658162595
62,8,2,0.5836066921605109,0.2847171120182361,0.1460483163549255
62,9,1,0.4278768683008532,0.059617912173918215,0.20855403210257883
62,10,2,0.579437689653006,0.42102374524646613,0.1400025905338344
63,1,1,0.4325275349456474,0.21649678697328056,0.21649678697328056
63,2,1,0.3647723473519634,0.0706545553539529,0.05667440152450825
63,3,1,0.4052564387758567,0.05508797216419809,0.05868002672900792
63,4,5,0.8312801370577885,0.6724688020339957,0.6752431327931894
63,5,1,0.36936295096077104,0.36936295096077104,0.06461666814217085
63,6,2,0.6115820161500856,0.27761275879339753,0.6115820161500856
63,7,3,0.6850399999819121,0.20138967821245662,0.6833729617584167
63,8,1,0.371066734292847,0.07217715415057215,0.06645385274228845
63,9,3,0.7025991883230975,0.5481143103108695,0.1861663918464796
63,10,8,1.0,0.9999999999999998,1.0
64,1,2,0.649024321918928,0.4886326269039053,0.10234032484936417
64,2,2,0.5995149649655107,0.13389778327211563,0.14260199645769284
64,3,1,0.4052564387758567,0.24161556949743912,0.05868002672900792
64,4,2,0.629028173996032,0.11132578221382655,0.11406390386754903
64,5,8,1.0,1.0,1.0
64,6,2,0.6115820161500856,0.28459136292650195,0.4519748620931831
64,7,3,0.6850399999819121,0.19435964704965839,0.18147786293173704
64,8,8,1.0,1.0,1.0
64,9,1,0.4278768683008532,0.06616828791966556,0.059617912173918215
64,10,1,0.35359529884461954,0.06817871789840148,0.06817871789840148
65,1,8,1.0,1.0,1.0
65,2,3,0.6723107090775395,0.3716298926520276,0.3718597237393839
65,3,1,0.4052564387758567,0.05868002672900792,0.24161556949743912
65,4,1,0.43886315817696153,0.054655959074662634,0.19016501581907044
65,5,3,0.6735542051278518,0.19821199804312872,0.672488212509636
65,6,7,0.9444864996983047,0.7779007415082978,0.928675525789189
65,7,1,0.4410414336837369,0.06790754112610582,0.06624050290261035
65,8,1,0.371066734292847,0.07387116220435333,0.07217715415057215
65,9,1,0.4278768683008532,0.4278768683008532,0.4278768683008532
65,10,1,0.35359529884461954,0.07211937748888061,0.0674284464018466
66,1,4,0.7817164740636922,0.2350324769941284,0.6046580631450034
66,2,1,0.3647723473519634,0.07279574411202877,0.3647723473519634
66,3,8,1.0,1.0,1.0
66,4,8,1.0000000000000002,1.0,1.0000000000000002
66,5,8,1.0,1.0000000000000002,1.0000000000000002
66,6,1,0.38948275765838336,0.38948275765838336,0.06397343173869821
66,7,1,0.4410414336837369,0.05921047173981212,0.05921047173981212
66,8,3,0.6589776018764517,0.5128914967510763,0.2109939412594467
66,9,1,0.4278768683008532,0.060138066752717,0.05406915409035075
66,10,8,1.0,1.0,1.0
67,1,8,1.0,1.0,1.0
67,2,3,0.6723107090775395,0.6659775157373944,0.49951843363236786
67,3,8,1.0,1.0,1.0
67,4,8,1.0000000000000002,1.0000000000000002,1.0
67,5,3,0.6735542051278518,0.20323144016971162,0.1983164885131199
67,6,2,0.6115820161500856,0.13063272205966298,0.12217279062266015
67,7,8,1.0,1.0,1.0
67,8,2,0.5836066921605109,0.4375205870351354,0.2879108675836048
67,9,8,1.0000000000000002,1.0,1.0
67,10,4,0.7252921995701554,0.43428273313266536,0.44352077336096885
68,1,3,0.718603100223558,0.17611276258764785,0.548470736032591
68,2,2,0.5995149649655107,0.43123489812384713,0.1371171061258366
68,3,1,0.4052564387758567,0.4052564387758567,0.06281355285722705
68,4,1,0.43886315817696153,0.05944415389835756,0.19016501581907044
68,5,1,0.36936295096077104,0.06461666814217085,0.23435087184420242
68,6,1,0.38948275765838336,0.06665929032096478,0.06665929032096478
68,7,1,0.4410414336837369,0.17609102517206945,0.06724163418374045
68,8,1,0.371066734292847,0.371066734292847,0.07537090971594086
68,9,8,1.0000000000000002,1.0,1.0000000000000002
68,10,8,1.0,1.0,0.9999999999999998
69,1,8,1.0,1.0,1.0
69,2,1,0.3647723473519634,0.06646255077188372,0.06980625234566408
69,3,8,1.0,1.0,1.0
69,4,5,0.8312801370577885,0.43680690700985847,0.6752431327931894
69,5,1,0.36936295096077104,0.0687743897046625,0.0687743897046625
69,6,1,0.38948275765838336,0.06845518284294543,0.22209925849170217
69,7,4,0.7522816341656526,0.25574952827827574,0.6381479784082507
69,8,1,0.371066734292847,0.05935105022511705,0.06916917880121738
69,9,1,0.4278768683008532,0.20855403210257883,0.06616828791966556
69,10,6,0.8652947901039898,0.8589881040775676,0.8597019046127178
70,1,1,0.4325275349456474,0.059838109128685715,0.4325275349456474
70,2,1,0.3647723473519634,0.05667440152450825,0.0706545553539529
70,3,8,1.0,1.0,1.0
70,4,1,0.43886315817696153,0.07792202824857636,0.05666982313916391
70,5,8,1.0,1.0000000000000002,1.0000000000000002
70,6,6,0.881994395263505,0.8648855268360898,0.8602203429462436
70,7,5,0.8185221370682629,0.3235586506480664,0.8035593622178516
70,8,1,0.371066734292847,0.21253995786766391,0.21253995786766391
70,9,1,0.4278768683008532,0.059617912173918215,0.060138066752717
70,10,1,0.35359529884461954,0.0674284464018466,0.06817871789840148
71,1,6,0.8976596751506358,0.8770485170311801,0.8976596751506358
71,2,1,0.3647723473519634,0.0706545553539529,0.0706545553539529
71,3,1,0.4052564387758567,0.05508797216419809,0.05730494502276975
71,4,3,0.7069502022446084,0.16871986294221167,0.3144949506322506
71,5,1,0.36936295096077104,0.36936295096077104,0.0687743897046625
71,6,4,0.751361673203842,0.7295876208865806,0.4129106647429068
71,7,1,0.4410414336837369,0.06624050290261035,0.05921047173981212
71,8,1,0.371066734292847,0.07217715415057215,0.371066734292847
71,9,1,0.4278768683008532,0.05406915409035075,0.05764672882345325
71,10,8,1.0,0.9999999999999998,1.0
72,1,8,1.0,1.0,1.0
72,2,5,0.8127715167771565,0.8062084923496551,0.4959693577641241
72,3,5,0.8308237067485743,0.8196403560895313,0.4787585894723656
72,4,1,0.43886315817696153,0.05666982313916391,0.43886315817696153
72,5,5,0.8070117161375789,0.32751178749036414,0.6322580703089644
72,6,5,0.8180209635248067,0.8047068426445482,0.6510627669957916
72,7,6,0.8814806377640605,0.870800996401592,0.8814806377640605
72,8,7,0.940648949774883,0.927822845849428,0.9335461472577117
72,9,7,0.9459308459096494,0.9459308459096493,0.9403820878260819
72,10,1,0.35359529884461954,0.06817871789840148,0.0737351324282688
73,1,5,0.8415545831923779,0.6675600119397758,0.4511978115953905
73,2,4,0.7429652644314924,0.736402240003991,0.5693246859780319
73,3,8,1.0,1.0,1.0
73,4,1,0.43886315817696153,0.054655959074662634,0.43886315817696153
73,5,5,0.8070117161375789,0.33160305588996203,0.3324931923098497
73,6,2,0.6115820161500856,0.4519748620931831,0.44499625796007874
73,7,2,0.6171324588558064,0.12711801286591795,0.5089489748098427
73,8,1,0.371066734292847,0.07387116220435333,0.21253995786766391
73,9,6,0.8882841170861961,0.8797625579899838,0.8802440210733649
73,10,3,0.6531728220812748,0.21767838255258232,0.3714013958720882
74,1,1,0.4325275349456474,0.06957877830463013,0.4325275349456474
74,2,8,1.0,1.0,1.0
74,3,4,0.7721436800195663,0.5818028787521279,0.7628569800250735
74,4,2,0.629028173996032,0.5037489390917841,0.255050796733893
74,5,8,1.0,1.0000000000000002,1.0000000000000002
74,6,8,1.0,1.0,1.0
74,7,6,0.8814806377640605,0.8648508246901536,0.49271806341365276
74,8,1,0.371066734292847,0.07537090971594086,0.07217715415057215
74,9,5,0.8286662049122779,0.45188568968913057,0.44830811495602807
74,10,8,1.0,1.0,1.0
75,1,3,0.718603100223558,0.16545369868949827,0.3327714404322427
75,2,6,0.8792340675490402,0.8631127249615196,0.5645730972940837
75,3,1,0.4052564387758567,0.05730494502276975,0.05730494502276975
75,4,1,0.43886315817696153,0.43886315817696153,0.43886315817696153
75,5,8,1.0,1.0000000000000002,1.0
75,6,2,0.6115820161500856,0.13063272205966298,0.28875854881266694
75,7,3,0.6850399999819121,0.6764413493519337,0.19335851576852828
75,8,1,0.371066734292847,0.06645385274228845,0.07217715415057215
75,9,3,0.7025991883230975,0.3321297107624954,0.5415639345651222
75,10,1,0.35359529884461954,0.0737351324282688,0.0674284464018466
76,1,1,0.4325275349456474,0.053161279618828015,0.4325275349456474
76,2,8,1.0,1.0,1.0
76,3,1,0.4052564387758567,0.4052564387758567,0.06281355285722705
76,4,1,0.43886315817696153,0.05944415389835756,0.06488578091482258
76,5,8,1.0,1.0,1.0000000000000002
76,6,4,0.751361673203842,0.26195244767641657,0.5829800224918544
76,7,3,0.6850399999819121,0.2983584163639944,0.3112402004819157
76,8,8,1.0,1.0,1.0
76,9,1,0.4278768683008532,0.05764672882345325,0.05764672882345325
76,10,3,0.6531728220812748,0.36054760070439656,0.6467144531471695
77,1,2,0.649024321918928,0.12295148296881982,0.2726018789315385
77,2,8,1.0,1.0,1.0
77,3,7,0.944912027835802,0.5947435612241433,0.758384430502561
77,4,1,0.43886315817696153,0.19016501581907044,0.43886315817696153
77,5,1,0.36936295096077104,0.0687743897046625,0.06984038232287829
77,6,2,0.6115820161500856,0.1397796570537564,0.1397796570537564
77,7,1,0.4410414336837369,0.05930889049612732,0.06790754112610582
77,8,2,0.5836066921605109,0.271891008092781,0.147548063866513
77,9,1,0.4278768683008532,0.20855403210257883,0.20855403210257883
77,10,4,0.7252921995701554,0.7150448539532541,0.5629375955731364
78,1,1,0.4325275349456474,0.059838109128685715,0.21649678697328056
78,2,1,0.3647723473519634,0.05667440152450825,0.07279574411202877
78,3,8,1.0,1.0,1.0
78,4,7,0.9453440409253375,0.8098349841809297,0.942605919271615
78,5,8,1.0,1.0000000000000002,1.0
78,6,1,0.38948275765838336,0.07132447421081098,0.05551350030169538
78,7,1,0.4410414336837369,0.0629585006957976,0.05921047173981212
78,8,2,0.5836066921605109,0.2847171120182361,0.1403250149466418
78,9,7,0.9459308459096494,0.7914459678974213,0.9340710501635368
78,10,4,0.7252921995701554,0.5613218406337482,0.4370624044268635
79,1,1,0.4325275349456474,0.21649678697328056,0.053161279618828015
79,2,1,0.3647723473519634,0.0706545553539529,0.07279574411202877
79,3,7,0.944912027835802,0.937186447142773,0.9375418811109565
79,4,8,1.0000000000000002,1.0000000000000002,1.0000000000000002
79,5,1,0.36936295096077104,0.36936295096077104,0.06461666814217085
79,6,2,0.6115820161500856,0.27761275879339753,0.12915139475576454
79,7,4,0.7522816341656526,0.26060014995226877,0.24938540405784287
79,8,2,0.5836066921605109,0.14134633295178953,0.2789938106099524
79,9,7,0.9459308459096494,0.9403820878260819,0.9338317120803346
79,10,8,1.0,0.9999999999999998,1.0
80,1,1,0.4325275349456474,0.05610509195825792,0.0631133738401341
80,2,3,0.6723107090775395,0.2066935273841444,0.371859723739384
80,3,1,0.4052564387758567,0.24161556949743912,0.24161556949743912
80,4,1,0.43886315817696153,0.05666982313916391,0.054655959074662634
80,5,2,0.6037138228049734,0.1284761061902416,0.1291952989772443
80,6,1,0.38948275765838336,0.22209925849170217,0.05551350030169538
80,7,1,0.4410414336837369,0.06724163418374045,0.4410414336837369
80,8,3,0.6589776018764517,0.21841125072151157,0.22141922607086634
80,9,6,0.8882841170861961,0.8863129337357311,0.8797625579899839
80,10,5,0.7971160722055883,0.35313386394514734,0.505392805232948
81,1,1,0.4325275349456474,0.4325275349456474,0.06957877830463013
81,2,3,0.6723107090775395,0.3716298926520276,0.20906454722957657
81,3,1,0.4052564387758567,0.05868002672900792,0.056783376064457894
81,4,1,0.43886315817696153,0.054655959074662634,0.19016501581907044
81,5,1,0.36936295096077104,0.06379298488517698,0.06461666814217085
81,6,8,1.0,1.0,1.0
81,7,2,0.6171324588558064,0.12711801286591795,0.5089489748098427
81,8,3,0.6589776018764517,0.21569592466258264,0.5042889467223173
81,9,3,0.7025991883230975,0.5539438848900335,0.3321297107624954
81,10,6,0.8652947901039898,0.5782259832569789,0.5726695687271116
82,1,8,1.0,1.0,1.0
82,2,1,0.3647723473519634,0.07279574411202877,0.07279574411202877
82,3,5,0.8308237067485743,0.6446164316093549,0.8230981260555452
82,4,1,0.43886315817696153,0.06488578091482258,0.05739408072838511
82,5,8,1.0,1.0000000000000002,1.0000000000000002
82,6,1,0.38948275765838336,0.38948275765838336,0.05551350030169538
82,7,1,0.4410414336837369,0.05921047173981212,0.4410414336837369
82,8,3,0.6589776018764517,0.5128914967510763,0.5124130672446365
82,9,1,0.4278768683008532,0.060138066752717,0.05764672882345325
82,10,1,0.35359529884461954,0.07182387263543293,0.0674284464018466
83,1,3,0.718603100223558,0.16545369868949827,0.5512853584808137
83,2,1,0.3647723473519634,0.23474261761354734,0.06980625234566408
83,3,8,1.0,1.0,1.0
83,4,3,0.7069502022446084,0.6884723278943895,0.3254811247960319
83,5,2,0.6037138228049734,0.13445705046504913,0.29903399314926704
83,6,3,0.6829064903608966,0.19908790490260841,0.3527319805513651
83,7,5,0.8185221370682629,0.8056403529503415,0.8072089724175218
83,8,1,0.371066734292847,0.06645385274228845,0.21253995786766391
83,9,6,0.8882841170861961,0.5119850649464299,0.8764243213400835
83,10,8,1.0,0.9999999999999998,1.0
84,1,8,1.0,1.0,1.0
84,2,3,0.6723107090775395,0.4879092996483554,0.6561893664900189
84,3,1,0.4052564387758567,0.4052564387758567,0.05730494502276975
84,4,1,0.43886315817696153,0.05944415389835756,0.05666982313916391
84,5,7,0.9362070151148232,0.9301596176771217,0.630637049039229
84,6,4,0.751361673203842,0.26195244767641657,0.7466964893139958
84,7,1,0.4410414336837369,0.17609102517206945,0.06790754112610582
84,8,1,0.371066734292847,0.371066734292847,0.371066734292847
84,9,8,1.0000000000000002,1.0,1.0
84,10,1,0.35359529884461954,0.06727676349416349,0.07211937748888061
85,1,2,0.649024321918928,0.12295148296881982,0.10901715435922188
85,2,1,0.3647723473519634,0.06646255077188372,0.06980625234566408
85,3,1,0.4052564387758567,0.062458118889043485,0.05730494502276975
85,4,1,0.43886315817696153,0.19016501581907044,0.05739408072838511
85,5,1,0.36936295096077104,0.0687743897046625,0.06461666814217085
85,6,8,1.0,1.0,1.0
85,7,2,0.6171324588558064,0.12226739119192492,0.2353999156681968
85,8,2,0.5836066921605109,0.271891008092781,0.4375205870351354
85,9,3,0.7025991883230975,0.3222410983668478,0.5395927512146572
85,10,1,0.35359529884461954,0.22584239080838647,0.35359529884461954
86,1,1,0.4325275349456474,0.059838109128685715,0.049179045230536164
86,2,1,0.3647723473519634,0.05667440152450825,0.05667440152450825
86,3,7,0.944912027835802,0.9375418811109565,0.9426950549772303
86,4,5,0.8312801370577885,0.3115276721056106,0.8292300638878161
86,5,2,0.6037138228049734,0.6037138228049734,0.4339415817958445
86,6,4,0.751361673203842,0.4114293374390083,0.26158000933740816
86,7,2,0.6171324588558064,0.12919900359840797,0.13414804402871616
86,8,1,0.371066734292847,0.21253995786766391,0.371066734292847
86,9,1,0.4278768683008532,0.059617912173918215,0.05764672882345325
86,10,8,1.0,1.0,0.9999999999999999
87,1,5,0.8415545831923779,0.8238872374123521,0.8141465682364077
87,2,2,0.5995149649655107,0.140460807699617,0.2988341485399989
87,3,6,0.888128651771344,0.8747283282537295,0.5319300083669163
87,4,3,0.7069502022446084,0.16871986294221167,0.554977135214483
87,5,6,0.8716283842797496,0.6968747384511352,0.3962861771950267
87,6,4,0.751361673203842,0.7295876208865806,0.5788128366056895
87,7,6,0.8814806377640605,0.8777326088080751,0.7566673406441902
87,8,1,0.371066734292847,0.07217715415057215,0.06916917880121738
87,9,8,1.0000000000000002,1.0,1.0
87,10,1,0.35359529884461954,0.35359529884461954,0.22584239080838647
88,1,2,0.649024321918928,0.4886326269039053,0.11921846579839201
88,2,1,0.3647723473519634,0.06980625234566408,0.06646255077188372
88,3,1,0.4052564387758567,0.24161556949743912,0.06281355285722705
88,4,2,0.629028173996032,0.11132578221382655,0.11406390386754903
88,5,1,0.36936295096077104,0.06468312130506462,0.06457863083507345
88,6,8,1.0,1.0,1.0
88,7,2,0.6171324588558064,0.13514917530984627,0.5082830678674773
88,8,8,1.0,1.0,1.0
88,9,3,0.7025991883230975,0.5541832229732357,0.3202699150163828
88,10,2,0.579437689653006,0.1402980953872821,0.14555900506370173
89,1,4,0.7817164740636922,0.6044466380996417,0.7747081921818161
89,2,3,0.6723107090775395,0.3716298926520276,0.36421276325008434
89,3,1,0.4052564387758567,0.05868002672900792,0.24161556949743912
89,4,1,0.43886315817696153,0.054655959074662634,0.05944415389835756
89,5,8,1.0,1.0,1.0000000000000002
89,6,1,0.38948275765838336,0.06249210443479975,0.06397343173869821
89,7,3,0.6850399999819121,0.5681594465496549,0.19279102758247812
89,8,8,1.0,1.0,1.0
89,9,1,0.4278768683008532,0.4278768683008532,0.05406915409035075
89,10,7,0.9327232365058364,0.9318212821015985,0.9325715535981531
90,1,1,0.4325275349456474,0.06957877830463013,0.049179045230536164
90,2,8,1.0,1.0,1.0
90,3,1,0.4052564387758567,0.056783376064457894,0.05730494502276975
90,4,2,0.629028173996032,0.5037489390917841,0.11954173998948522
90,5,3,0.6735542051278518,0.19903568130012259,0.5028204619704981
90,6,6,0.881994395263505,0.715408637073498,0.5550037420399213
90,7,3,0.6850399999819121,0.6763429305956185,0.1934569345248435
90,8,6,0.8741950970325946,0.8569596589944294,0.7120891324163954
90,9,1,0.4278768683008532,0.060138066752717,0.059617912173918215
90,10,7,0.9327232365058364,0.9278806225111194,0.9262648675717312
91,1,8,1.0,1.0,1.0
91,2,6,0.8792340675490402,0.8631127249615196,0.8661022167278843
91,3,1,0.4052564387758567,0.05730494502276975,0.056783376064457894
91,4,1,0.43886315817696153,0.43886315817696153,0.05666982313916391
91,5,1,0.36936295096077104,0.06984038232287829,0.36936295096077104
91,6,1,0.38948275765838336,0.06397343173869821,0.06665929032096478
91,7,4,0.7522816341656526,0.7393998500477312,0.2526674062646556
91,8,3,0.6589776018764517,0.49687163726025246,0.5113917492394887
91,9,3,0.7025991883230975,0.3321297107624954,0.17133379508772223
